(27518,15371)
(10935,19868)
(10527,7927)
(10895,19887)
(8302,3909)
(12418,3497)
(25382,20181)
(20998,6322)
(14919,21436)
(18109,9401)
(4284,4238)
(28290,14388)
(21586,9184)
(14522,12386)
(14509,12384)
(14419,12439)
(14391,12427)
(10921,19880)
(15788,6443)
(6656,6339)
(4129,27570)
(22765,5281)
(18032,22598)
(19910,10066)
(20192,24105)
(20295,7072)
(26196,21832)
(24726,5599)
(13997,11079)
(22140,17711)
(8121,9889)
(22238,17594)
(19184,22904)
(22858,4295)
(28177,8503)
(24069,23994)
(10874,8452)
(24222,6933)
(15731,6475)
(23841,21598)
(6364,10420)
(26577,23179)
(7469,8245)
(21151,6146)
(26856,7423)
(9734,7554)
(26043,20911)
(26704,24516)
(19574,6250)
(12329,11309)
(24575,24346)
(26719,19517)
(20012,6232)
(23486,18082)
(21710,9786)
(8123,23039)
(7215,26481)
(17995,22587)
(6374,10446)
(4932,6051)
(22582,9336)
(21996,12155)
(11329,5416)
(8365,10328)
(26317,18384)
(23141,17702)
(20363,10040)
(25509,27559)
(25499,27591)
(22742,5282)
(6999,10437)
(21365,24875)
(5331,18121)
(16612,10837)
(24208,6943)
(9236,21753)
(28084,8477)
(8862,9568)
(15962,21841)
(25729,7595)
(6684,6380)
(26649,22952)
(10613,7884)
(14424,12363)
(22887,17421)
(8662,10040)
(4089,27616)
(26195,17446)
(10598,7852)
(8930,9454)
(21935,9509)
(18383,22578)
(24557,19268)
(8431,5475)
(25438,27542)
(26522,21201)
(8127,26155)
(10605,7843)
(23353,19934)
(12281,11383)
(6697,6347)
(18796,8678)
(4064,27630)
(5457,26123)
(12564,24567)
(25147,26410)
(7829,9582)
(26288,7291)
(22366,9039)
(7487,13836)
(17033,10581)
(11446,11371)
(18770,21683)
(21810,9288)
(26015,7437)
(15479,6858)
(4104,27647)
(18794,23188)
(22701,17170)
(26136,17190)
(4067,27423)
(25502,7721)
(21154,6187)
(26152,17122)
(9560,14703)
(4067,27599)
(24221,6986)
(10009,11017)
(4862,27323)
(26570,21974)
(6867,6871)
(12380,3522)
(12408,3570)
(21162,6147)
(23448,12688)
(8395,10297)
(24610,24471)
(6397,10433)
(11387,17039)
(21988,17933)
(24136,26693)
(6636,6334)
(8953,7248)
(6488,10437)
(24239,7012)
(10984,19559)
(9304,13719)
(10912,19849)
(17976,10390)
(20479,23125)
